"gold","UMass","UCI","NPMI","C_A","C_P","C_V","words","rating"
"1.8888888889","-4.8035705142","-2.6374066564","-0.0309089678","0.260698461","0.1073921772","0.5775088645","10","bad"
"1","-5.7231237823","-3.8048971359","-0.1393132318","0.0978371331","-0.37271582","0.4208406409","10","bad"
"1.0714285714","-7.1356100738","-3.736245851","-0.1334475758","0.0683958217","-0.7189264572","0.4906268916","10","bad"
"1.1818181818","-4.1798879129","-2.8274235971","-0.099768434","0.0826761804","-0.3217520005","0.4329610266","10","bad"
"1.5","-7.332743177","-2.899146471","-0.0988898319","0.1859773632","-0.4609213204","0.4728467108","10","bad"
"1.2307692308","-5.7453622659","-4.224512845","-0.1497934968","0.1281950181","-0.2729893068","0.4593442119","10","bad"
"1","-9.6826068315","-4.5479838917","-0.1654275218","0.0403649706","-0.6329338538","0.5358994369","10","bad"
"1.4","-4.51792311","-2.271828078","-0.0449925496","0.1771525279","-0.2495164232","0.478621756","10","bad"
"2.5","-3.5268684839","-0.8639482542","0.0186299222","0.1863529399","0.502305888","0.4088996601","10","bad"
"1","-6.3639186459","-4.7872801678","-0.1661546875","0.1093719721","-0.4027294613","0.5214094303","10","bad"
"2.3","-2.9334780876","-0.0900882084","0.0380859967","0.1729425111","0.2844535192","0.3905869634","10","bad"
"1.2727272727","-9.0899954464","-2.0826829733","-0.069335277","0.0946424134","-0.3160618989","0.4607927041","10","bad"
"1.0833333333","-5.4532723376","-2.8133875878","-0.1055503919","0.1118495592","-0.2306880014","0.4541289725","10","bad"
"1.6666666667","-4.4463843559","-2.7495378384","-0.0810779237","0.1556448863","-0.0176571294","0.4340803077","10","bad"
"1.0714285714","-15.8498028675","-4.1174455087","-0.149015322","0.0099268755","-1","0.5715653792","10","bad"
"1","-6.0866041789","-2.1584195607","-0.0753714501","0.1690108222","-0.2677813959","0.461923583","10","bad"
"1.2857142857","-5.8946274843","-3.4205436963","-0.0934265871","0.2066661361","-0.2367495602","0.5412460417","10","bad"
"2.2","-1.455067308","1.3265628754","0.1226194641","0.299083899","0.4526398659","0.4571914284","10","bad"
"2.8461538462","-6.5988327636","0.1947568345","0.068992742","0.1920315938","0.4476380266","0.4243964943","10","good"
"1.1176470588","-6.0584679316","-3.0419636603","-0.1078140675","0.103110941","-0.2341756514","0.4258298799","10","bad"
"1.5","-2.7036450286","-1.5089358854","-0.0522639833","0.1397608799","0.021792145","0.3279558975","10","bad"
"1.3157894737","-8.1583339894","-4.8705689764","-0.159481441","0.2010120889","-0.4461201893","0.5782094877","10","bad"
"1.6666666667","-3.6224155792","-0.3819817496","0.0316962259","0.1632994638","0.3263805559","0.4401439111","10","bad"
"1.8","-2.1626723717","0.7795732066","0.0916658432","0.2404788617","0.3517495832","0.4630588439","10","bad"
"1.625","-2.9330017044","-3.2664002407","-0.0879670119","0.2077112902","0.0143717067","0.4195138665","10","bad"
"1.0833333333","-3.3390889383","-1.6647525214","-0.056672401","0.1864391458","-0.3658367246","0.3212849387","10","bad"
"1.4615384615","-7.9379410845","-2.1441570509","-0.0513805681","0.135464721","-0.2442996487","0.4784952314","10","bad"
"2.8571428571","-1.356403281","1.1559111296","0.1403569978","0.3223296664","0.5618031781","0.5111560852","10","good"
"1","-8.0043553786","-3.5633618685","-0.1213742956","0.1247839745","-0.4739655562","0.5087070137","10","bad"
"1.5454545455","-6.6761279766","-2.4653825744","-0.0865313388","0.1883829901","-0.1980355838","0.4445144064","10","bad"
"2.1818181818","-6.9735404262","-1.4435196112","-0.0189337718","0.1510114568","-0.0608553655","0.4190653687","10","bad"
"1.1","-6.6799509601","-3.5399566035","-0.1317939741","0.1206645412","-0.5615215189","0.4830271298","10","bad"
"2.6","-2.4017162988","1.3023664929","0.1448944539","0.3039436156","0.5342291344","0.5396201847","10","good"
"1.2941176471","-3.4473204056","-1.4401143766","-0.0459893609","0.1406086086","-0.0069228508","0.3766784104","10","bad"
"1.1666666667","-8.6872444237","-4.5128205376","-0.1530189802","0.0946698593","-0.3774631855","0.5517845923","10","bad"
"1.6","-3.0412527867","-1.3176140691","-0.0252989834","0.1763758464","0.1613352317","0.3774165564","10","bad"
"1.6666666667","-4.0851804985","-0.2363901006","0.0529868488","0.2073984057","0.1502220858","0.5272251841","10","bad"
"2.0666666667","-3.0477449117","0.0809120994","0.0239150252","0.1471057189","0.2083499225","0.3532580017","10","bad"
"1.1666666667","-6.1312870904","-0.641029513","-0.0231996317","0.1621464322","-0.4666666667","0.3157944227","10","bad"
"1.6666666667","-8.3361612256","-3.7243026108","-0.1270951234","0.1682829415","-0.2862181646","0.4691290441","10","bad"
"1.4","-5.2759232203","-2.0587401781","-0.0578349997","0.1369637715","-0.0130223645","0.4475785477","10","bad"
"2.3","-8.8290080642","-0.5688970985","0.0496850338","0.1569241359","0.039707135","0.6213678397","10","bad"
"1.9","-8.1834859971","-2.7471341798","-0.0705192021","0.1497048281","-0.2705128921","0.5663914608","10","bad"
"2.3636363636","-4.3782493035","-1.5080766637","0.0218588088","0.208373879","0.2196677728","0.6284444288","10","bad"
"2.1","-8.3999241508","-3.0815453201","-0.0722919786","0.1195541838","-0.2287422088","0.6397733866","10","bad"
"2.4","-3.0116518303","0.2358192579","0.074781578","0.2422651047","0.2086727506","0.5352744842","10","bad"
"1.8","-3.8192462913","-1.1052473356","-0.0128163561","0.1373529947","-0.2858906824","0.421775254","10","bad"
"2.0909090909","-7.6320942113","-0.5829120721","0.0552777034","0.1473655809","-0.008733913","0.6310738078","10","bad"
"2.6","-2.7059399878","0.1539758311","0.0672938179","0.1598073105","0.1017848508","0.5328027805","10","good"
"2.6666666667","-4.3332310709","-0.5578656269","0.0530769752","0.2263753376","0.2221836983","0.5609531928","10","good"
"1.6666666667","-13.2124220636","-1.0888309478","-0.0091969913","0.0603029352","-0.6773948413","0.5128774508","10","bad"
"2.5","-4.4962317466","-0.3669201491","0.0781560631","0.2541524751","0.2697882936","0.6868114846","10","bad"
"2.1818181818","-7.5321184973","-0.881923284","0.0347428366","0.2221602554","0.1669611579","0.6306891528","10","bad"
"2.1","-8.8053814156","-3.9727137849","-0.1324128412","0.0678585407","-0.5231090884","0.5025267036","10","bad"
"2","-10.7109158009","-2.8258161991","-0.0784074644","0.0710670911","-0.2482853615","0.4399799928","10","bad"
"1.5555555556","-13.2059575531","-2.9122360597","-0.0911391936","0.057781255","-0.7365556969","0.5549632851","10","bad"
"2.2222222222","-6.7050969425","-2.6052369889","-0.0423331478","0.1926297475","-0.0051075659","0.5958717671","10","bad"
"2","-6.9184062221","-4.0781864185","-0.1195285481","0.0718770141","-0.3358997239","0.5876415622","10","bad"
"1.8","-9.3740556678","-2.712119361","-0.0692193398","0.0628637086","-0.2760885844","0.5806726437","10","bad"
"2.2","-3.795684199","-0.7526883336","0.0235042613","0.1300054706","0.3772690619","0.5102651117","10","bad"
"1.7777777778","-8.5967169637","-4.495239289","-0.145418525","0.1654831268","-0.4143423894","0.5485572944","10","bad"
"2.2","-6.0306651558","-2.4878052632","-0.0294840543","0.2316249886","-0.0772120502","0.6525021426","10","bad"
"2.3636363636","-5.6148878794","-0.3112769712","0.0795808753","0.2563697026","0.2249637735","0.6132326181","10","bad"
"2","-3.8711117474","-1.1387366573","0.0332038245","0.2477059339","0.3417908572","0.62718318","10","bad"
"1.9","-3.5595388387","-2.7541423111","-0.0408701608","0.2267511832","0.314303858","0.5422583454","10","bad"
"1.9090909091","-7.5193685906","-3.3103478703","-0.0855346826","0.11023576","-0.1864792238","0.6436866532","10","bad"
"2.1","-8.624496346","-3.3933637382","-0.0965346935","0.0892792902","-0.2488776731","0.5772405806","10","bad"
"1.5555555556","-4.4948251518","-4.2637260764","-0.1298822866","0.1858760814","0.0490068504","0.4855011827","10","bad"
"1.7","-5.7182952975","-1.4197132114","0.0253842787","0.2375542492","0.2012106026","0.6652027654","10","bad"
"1.7777777778","-7.5567651227","-1.5777993809","-0.026762728","0.1312942046","-0.3822568425","0.4658871397","10","bad"
"2.4444444444","-7.3132077354","-0.1079553836","0.077354573","0.1667733287","0.0597013099","0.667575743","10","bad"
"1.8888888889","-3.2094218414","-1.8325030154","-0.0394657018","0.1668975045","-0.1099361894","0.458539109","10","bad"
"1.5555555556","-6.2104084372","-4.0946723729","-0.1236958565","0.1201957537","-0.3265122594","0.621469566","10","bad"
"1.5","-13.708253442","-2.2073852205","-0.0684571865","0.0443529875","-0.8033315321","0.4891469113","10","bad"
"1.3333333333","-5.3836388192","-4.0756850286","-0.1322947758","0.1173514393","-0.0938114701","0.4517544315","10","bad"
"2.4","-10.4474244591","-3.208745452","-0.076912911","0.1136761174","-0.2469539767","0.5841318808","10","bad"
"2","-10.2134127225","-1.5405321686","-0.0052466459","0.1099723433","-0.4307371028","0.646647815","10","bad"
"2.4545454546","-5.3879087396","-2.8655343585","-0.0557326251","0.2627560159","0.1677468956","0.5511324383","10","bad"
"1.3","-11.1764940965","-2.8957836488","-0.086680343","0.0946447266","-0.7597388832","0.5610672463","10","bad"
"1.8181818182","-6.5540281824","-3.4158155486","-0.1095093352","0.1442187152","-0.4969766473","0.5221054032","10","bad"
"2.1","-12.296212539","-2.5694211049","-0.0608129701","0.0610653522","-0.5127234618","0.6405120066","10","bad"
"2.1","-9.1613496402","-2.0672683712","-0.0196702386","0.1436803797","-0.2228220235","0.664536492","10","bad"
"1.8888888889","-8.2699013834","-6.6681600797","-0.2240979089","0.1431485617","-0.4377699076","0.6401071344","10","bad"
"2.4","-3.1805948174","-0.2677912762","0.0498163891","0.1513179752","0.5069279157","0.5045073422","10","bad"
"2.1","-4.3570388956","-2.2169798241","-0.0369973252","0.193645721","-0.16501565","0.5262152152","10","bad"
"2.9","-3.5442840163","1.7934561175","0.1743045371","0.224355618","0.8243322451","0.6245824306","10","good"
"2.6","-5.8869013985","-0.7081028954","0.0323258529","0.1400942898","0.1984201296","0.6318635959","10","good"
"2.375","-11.9411372548","-2.1796576861","-0.0400669494","0.1272257004","-0.5252855909","0.6154259747","10","bad"
"2.625","-5.1342405829","1.1395230426","0.1207971065","0.1638310928","0.1718778066","0.6356919646","10","good"
"1.5555555556","-5.6277379486","-2.3634719396","-0.0539765054","0.142030742","-0.0020301595","0.5470834286","10","bad"
"2.0909090909","-3.4326747415","2.2718921061","0.2099826789","0.2385996308","0.3656177436","0.717133848","10","bad"
"1.7272727273","-9.2311132664","-1.8704216692","-0.0374727887","0.0689479505","-0.4884704254","0.5541388663","10","bad"
"1.2222222222","-10.900486533","-4.7209305627","-0.1532124663","0.0880497431","-0.4445198274","0.604802206","10","bad"
"2.5","-9.4498166129","-2.4399212662","-0.0450243468","0.1159992175","-0.190006469","0.5949833978","10","bad"
"2.8888888889","-5.5199223635","0.3144836175","0.0944857816","0.2680348472","0.4768954019","0.6181572679","10","good"
"1.5","-11.6164243083","-3.3181627401","-0.120088314","0.1389143815","-0.8029728884","0.476820866","10","bad"
"2.5454545455","-7.9516621692","-2.7058861284","-0.0559699727","0.1091032033","-0.2578328044","0.6126295817","10","good"
"2.6","-6.4482711905","0.1445916699","0.1029524647","0.2384794471","0.3180722421","0.7118086565","10","good"
"1.3333333333","-10.7711364125","-2.8447537089","-0.0991064612","0.0542340335","-0.6851812224","0.4849989487","10","bad"
"2.4444444444","-5.4547707727","0.0070220252","0.0876991282","0.2314024134","0.4565622387","0.641282216","10","bad"
"1.5454545455","-8.1181595744","-4.2802185185","-0.1489611669","0.1153500456","-0.3872096624","0.5417153579","10","bad"
"1.7","-9.6336719831","-3.0271683503","-0.0666806372","0.1297190499","-0.3625150718","0.6305089757","10","bad"
"2.6","-6.7101909372","-0.1840700411","0.0701447538","0.1763272621","0.1043003181","0.7114795162","10","good"
"2.3636363636","-4.481120746","-0.9188304517","0.028319977","0.1865740376","0.1483480947","0.5568360628","10","bad"
"2.6","-4.9877560881","-1.0333991225","0.0238515777","0.1026133001","0.0764252126","0.5851651076","10","good"
"1.8181818182","-10.5591550492","0.1284584258","0.0614191624","0.1602920586","-0.513674419","0.5835175238","10","bad"
"2.7","-1.8764708406","-0.2317649755","0.0504617006","0.1742184742","0.3431270492","0.5168362304","10","good"
"1.9090909091","-8.6438072589","-4.7645360566","-0.1704303036","0.073596697","-0.7103559296","0.5174815321","10","bad"
"1.4","-12.6161500774","-3.951410928","-0.1299822911","0.0884110398","-0.582939522","0.5741136445","10","bad"
"2.6","-2.4843791082","-0.7042571821","0.0509927171","0.2282290616","0.5106997907","0.5717486009","10","good"
"1.2","-0.7654092856","0.1548281433","0.0202356074","0.2276108146","-0.3071433722","0.2864761305","10","bad"
"1","-10.2180418665","-4.4949236573","-0.1594446216","0.0764392694","-0.7334450962","0.5356332295","10","bad"
"2.8","-6.271530817","-0.7422017901","0.0415029528","0.1307599862","0.1306931844","0.6344232822","10","good"
"2.2727272727","-10.1870564431","-1.6604062831","0.0152090707","0.2066805054","-0.2238079719","0.649834744","10","bad"
"2.5","-7.416239729","-0.4602929786","0.0524214542","0.2836185986","-0.0294535707","0.5352598993","10","bad"
"1.7","-11.0266237993","-2.6327763851","-0.0542208521","0.0839804244","-0.3496926694","0.6436697971","10","bad"
"1.4","-7.5576762172","-3.8818508456","-0.1124514415","0.126536979","-0.4619674979","0.5395128088","10","bad"
"2.0909090909","-6.2210235319","-1.4932826621","-0.0283475151","0.1281279701","-0.5042174252","0.4753967477","10","bad"
"2.2727272727","-4.1091589533","-1.5832530008","-0.0149882012","0.2123368812","0.1448702095","0.5012997085","10","bad"
"1.8","-7.7025774742","-1.9300637307","-0.0359844974","0.0761458845","-0.3235754772","0.5494150142","10","bad"
"2.0909090909","-4.3378846898","1.9190380442","0.1635878407","0.1696289083","0.1522984158","0.6530378867","10","bad"
"1.9090909091","-3.0783138325","-1.7477887748","-0.0181766908","0.1536077909","0.3183061728","0.4829152589","10","bad"
"2.5454545455","-2.5105907288","0.3273189639","0.1080585505","0.2530412138","0.5474434794","0.6971072251","10","good"
"2.2727272727","-8.1889932787","-3.3733573261","-0.092314416","0.1656536305","-0.246699868","0.5765468317","10","bad"
"1.7","-6.002957782","-4.6522471985","-0.1509436576","0.1120926606","-0.2024722108","0.5247473946","10","bad"
"2.7","-6.1734647456","-0.3704082828","0.0594549709","0.2463485823","0.2511436924","0.5656483693","10","good"
"2.6","-3.7394381841","1.0978732936","0.1632196498","0.3067878969","0.5228738658","0.7109750157","10","good"
"2","-5.4255528995","-0.8974469966","0.0275024334","0.1591774055","-0.0623658166","0.5740305332","10","bad"
"2.1","-5.4250696258","-0.8074136322","0.0323312612","0.2084076223","0.2623711403","0.5713901172","10","bad"
"2.4","-2.6618030833","-0.8708816294","0.0298602115","0.1836764893","0.5104334548","0.5024566864","10","bad"
"2.6","-4.0042025611","-0.1420353386","0.0812453576","0.229337502","0.4489281842","0.6114825855","10","good"
"2.2","-7.3334097648","-1.8814801143","-0.027829824","0.0958101188","-0.0974909816","0.5583389666","10","bad"
"2.5","-2.8100540513","1.6321727389","0.1407024806","0.2380995045","0.4925189842","0.4027193938","10","bad"
"1.6","-10.6314170175","-0.9499206536","-0.0122692809","0.0970389058","-0.6231009677","0.4997874066","10","bad"
"1.9","-4.088828884","-0.4645211322","0.0592976901","0.236462168","0.1315144525","0.5952183679","10","bad"
"1.9090909091","-3.996732202","-2.798371214","-0.0896689588","0.1204399232","0.1305514942","0.3891491696","10","bad"
"1.7272727273","-5.8447633718","-2.7386842978","-0.0834998589","0.0958804224","-0.2624384237","0.4527483493","10","bad"
"1.1","-12.0153854316","-3.5697614496","-0.1291939749","0.0730085435","-0.7853714894","0.5046398984","10","bad"
"2.5","-5.1656002261","0.6783423088","0.1212683706","0.2541596345","0.372437228","0.6224671178","10","bad"
"1.6","-11.1627566973","-1.6888634398","-0.024371576","0.1142662091","-0.4024485739","0.5708640517","10","bad"
"2.2","-8.4900324605","-2.6451789641","-0.0660262668","0.0460889888","-0.3150188272","0.6053392503","10","bad"
"2.8666666667","-1.7299310615","1.5362071273","0.1389471691","0.2608331424","0.5240495584","0.4386055646","10","good"
"3","-1.7143892715","0.8632011902","0.0809644744","0.1724985955","0.3123108706","0.3725778575","10","good"
"2.8571428571","-3.4499947012","0.3629506937","0.0794393593","0.2359776346","0.5077433722","0.4165708017","10","good"
"2.8461538462","-2.2960198531","1.0102191569","0.0955121274","0.2243438735","0.2842529326","0.4133010581","10","good"
"2.5555555556","-2.171569524","1.7608500646","0.1733804589","0.327409067","0.6594361115","0.5348371806","10","good"
